"wykaz","pozycja na liście","Tytuł","ISSN","Liczba punktów"
"A","442","AM ANN DEAF","0002-726X","20"
"A","443","AM ANTHROPOL","0002-7294","35"
"A","444","AM ANTIQUITY","0002-7316","35"
"A","445","AM EDUC RES J","0002-8312","50"
"A","446","AM ETHNOL","0094-0496","35"
"A","447","AM HIST REV","0002-8762","50"
"A","448","AM J COMMUN PSYCHOL","0091-0562","40"
"A","449","AM J DRUG ALCOHOL AB","0095-2990","25"
"A","450","AM J EDUC","0195-6744","30"
"A","451","AM J EVAL","1098-2140","35"
"A","452","AM J HUM BIOL","1042-0533","35"
"A","453","AM J ORTHOPSYCHIAT","0002-9432","25"
"A","454","AM J PHYS ANTHROPOL","0002-9483","35"
"A","455","AM J PSYCHIAT","0002-953X","50"
"A","456","AM J PSYCHOL","0002-9556","25"
"A","457","AM PSYCHOL","0003-066X","45"
"A","458","AM SPEECH","0003-1283","25"
"A","459","AMA-Agricultural Mechanization in Asia Africa and Latin America","0084-5841","15"
"A","460","AMBIO","0044-7447","35"
"A","461","AMBIX","0002-6980","20"
"A","462","AMEGHINIANA","0002-7014","25"
"A","463","AMERICAN BANKRUPTCY LAW JOURNAL","0027-9048","25"
"A","464","AMERICAN BEE JOURNAL","0002-7626","15"
"A","465","AMERICAN BEHAVIORAL SCIENTIST","0002-7642","25"
"A","466","AMERICAN BIOLOGY TEACHER","0002-7685","15"
"A","467","AMERICAN BUSINESS LAW JOURNAL","0002-7766","25"
"A","468","AMERICAN CRIMINAL LAW REVIEW","0164-0364","25"
"A","469","American Economic Journal-Applied Economics","1945-7782","45"
"A","470","American Economic Journal-Economic Policy","1945-7731","40"
"A","471","American Economic Journal-Macroeconomics","1945-7707","45"
"A","472","American Economic Journal-Microeconomics","1945-7669","35"
"A","473","AMERICAN ECONOMIC REVIEW","0002-8282","45"
"A","474","AMERICAN FAMILY PHYSICIAN","0002-838X","30"
"A","475","AMERICAN FERN JOURNAL","0002-8444","15"
"A","476","AMERICAN HEART JOURNAL","0002-8703","35"
"A","477","AMERICAN INDIAN AND ALASKA NATIVE MENTAL HEALTH RESEARCH","0893-5394","20"
"A","478","AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS","0002-9092","30"
"A","479","American Journal of Alzheimers Disease and Other Dementias","1533-3175","20"
"A","480","American Journal of Audiology","1059-0889","20"
"A","481","AMERICAN JOURNAL OF BIOETHICS","1526-5161","50"
"A","482","AMERICAN JOURNAL OF BOTANY","0002-9122","35"
"A","483","AMERICAN JOURNAL OF CARDIOLOGY","0002-9149","30"
"A","484","American Journal of Cardiovascular Drugs","1175-3277","25"
"A","485","AMERICAN JOURNAL OF CHINESE MEDICINE","0192-415X","30"
"A","486","AMERICAN JOURNAL OF CLINICAL DERMATOLOGY","1175-0561","30"
"A","487","AMERICAN JOURNAL OF CLINICAL HYPNOSIS","0002-9157","15"
"A","488","AMERICAN JOURNAL OF CLINICAL NUTRITION","0002-9165","45"
"A","489","AMERICAN JOURNAL OF CLINICAL ONCOLOGY-CANCER CLINICAL TRIALS","0277-3732","20"
"A","490","AMERICAN JOURNAL OF CLINICAL PATHOLOGY","0002-9173","35"
"A","491","AMERICAN JOURNAL OF COMPARATIVE LAW","0002-919X","30"
"A","492","AMERICAN JOURNAL OF CRITICAL CARE","1062-3264","30"
"A","493","AMERICAN JOURNAL OF DENTISTRY","0894-8275","20"
"A","494","AMERICAN JOURNAL OF DERMATOPATHOLOGY","0193-1091","25"
"A","495","AMERICAN JOURNAL OF ECONOMICS AND SOCIOLOGY","0002-9246","15"
"A","496","AMERICAN JOURNAL OF EMERGENCY MEDICINE","0735-6757","30"
"A","497","AMERICAN JOURNAL OF ENOLOGY AND VITICULTURE","0002-9254","30"
"A","498","AMERICAN JOURNAL OF EPIDEMIOLOGY","0002-9262","45"
"A","499","AMERICAN JOURNAL OF FAMILY THERAPY","0192-6187","15"
"A","500","AMERICAN JOURNAL OF FORENSIC MEDICINE AND PATHOLOGY","0195-7910","20"
"A","501","AMERICAN JOURNAL OF GASTROENTEROLOGY","0002-9270","45"
"A","502","American Journal of Geriatric Pharmacotherapy","1543-5946","25"
"A","503","AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY","1064-7481","40"
"A","504","AMERICAN JOURNAL OF HEALTH BEHAVIOR","1945-7359","25"
"A","505","AMERICAN JOURNAL OF HEALTH PROMOTION","0890-1171","30"
"A","506","AMERICAN JOURNAL OF HEALTH-SYSTEM PHARMACY","1079-2082","25"
"A","507","AMERICAN JOURNAL OF HEMATOLOGY","0361-8609","30"
"A","508","American Journal of Hospice & Palliative Medicine","1049-9091","15"
"A","509","AMERICAN JOURNAL OF HUMAN GENETICS","0002-9297","45"
"A","510","AMERICAN JOURNAL OF HYPERTENSION","0895-7061","35"
"A","511","AMERICAN JOURNAL OF INDUSTRIAL MEDICINE","0271-3586","30"
"A","512","AMERICAN JOURNAL OF INFECTION CONTROL","0196-6553","30"
"A","513","AMERICAN JOURNAL OF INTERNATIONAL LAW","0002-9300","30"
"A","514","AMERICAN JOURNAL OF KIDNEY DISEASES","0272-6386","45"
"A","515","AMERICAN JOURNAL OF LAW & MEDICINE","0098-8588","30"
"A","516","AMERICAN JOURNAL OF MANAGED CARE","1088-0224","35"
"A","517","AMERICAN JOURNAL OF MATHEMATICS","0002-9327","40"
"A","518","AMERICAN JOURNAL OF MEDICAL GENETICS PART A","1552-4825","20"
"A","519","AMERICAN JOURNAL OF MEDICAL GENETICS PART B-NEUROPSYCHIATRIC GENETICS","1552-4841","35"
"A","520","AMERICAN JOURNAL OF MEDICAL GENETICS PART C-SEMINARS IN MEDICAL GENETICS","1552-4868","35"
"A","521","AMERICAN JOURNAL OF MEDICAL QUALITY","1062-8606","25"
"A","522","AMERICAN JOURNAL OF MEDICINE","0002-9343","40"
"A","523","American Journal of Mens Health","1557-9883","20"
"A","524","AMERICAN JOURNAL OF NEPHROLOGY","0250-8095","35"
"A","525","AMERICAN JOURNAL OF NEURORADIOLOGY","0195-6108","35"
"A","526","AMERICAN JOURNAL OF NURSING","0002-936X","30"
"A","527","AMERICAN JOURNAL OF OBSTETRICS AND GYNECOLOGY","0002-9378","40"
"A","528","AMERICAN JOURNAL OF OCCUPATIONAL THERAPY","0272-9490","35"
"A","529","AMERICAN JOURNAL OF OPHTHALMOLOGY","0002-9394","45"
"A","530","AMERICAN JOURNAL OF ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS","0889-5406","30"
"A","531","AMERICAN JOURNAL OF OTOLARYNGOLOGY","0196-0709","25"
"A","532","AMERICAN JOURNAL OF PATHOLOGY","0002-9440","45"
"A","533","AMERICAN JOURNAL OF PERINATOLOGY","0735-1631","25"
"A","534","AMERICAN JOURNAL OF PHYSICAL MEDICINE & REHABILITATION","0894-9115","30"
"A","535","AMERICAN JOURNAL OF PHYSICS","0002-9505","25"
"A","536","AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY","0363-6143","35"
"A","537","AMERICAN JOURNAL OF PHYSIOLOGY-ENDOCRINOLOGY AND METABOLISM","0193-1849","40"
"A","538","AMERICAN JOURNAL OF PHYSIOLOGY-GASTROINTESTINAL AND LIVER PHYSIOLOGY","0193-1857","35"
"A","539","AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY","0363-6135","35"
"A","540","AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY","1040-0605","40"
"A","541","AMERICAN JOURNAL OF PHYSIOLOGY-REGULATORY INTEGRATIVE AND COMPARATIVE PHYSIOLOGY","0363-6119","30"
"A","542","AMERICAN JOURNAL OF PHYSIOLOGY-RENAL PHYSIOLOGY","1931-857X","40"
"A","543","AMERICAN JOURNAL OF POLITICAL SCIENCE","0092-5853","50"
"A","544","AMERICAN JOURNAL OF POTATO RESEARCH","1099-209X","30"
"A","545","AMERICAN JOURNAL OF PREVENTIVE MEDICINE","0749-3797","45"
"A","546","AMERICAN JOURNAL OF PRIMATOLOGY","0275-2565","40"
"A","547","AMERICAN JOURNAL OF PUBLIC HEALTH","0090-0036","45"
"A","548","AMERICAN JOURNAL OF REPRODUCTIVE IMMUNOLOGY","1046-7408","30"
"A","549","AMERICAN JOURNAL OF RESPIRATORY AND CRITICAL CARE MEDICINE","1073-449X","50"
"A","550","AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY","1044-1549","35"
"A","551","American Journal of Rhinology & Allergy","1945-8924","35"
"A","552","AMERICAN JOURNAL OF ROENTGENOLOGY","0361-803X","35"
"A","553","AMERICAN JOURNAL OF SCIENCE","0002-9599","45"
"A","554","AMERICAN JOURNAL OF SOCIOLOGY","0002-9602","50"
"A","555","AMERICAN JOURNAL OF SPEECH-LANGUAGE PATHOLOGY","1058-0360","45"
"A","556","AMERICAN JOURNAL OF SPORTS MEDICINE","0363-5465","50"
"A","557","AMERICAN JOURNAL OF SURGERY","0002-9610","35"
"A","558","AMERICAN JOURNAL OF SURGICAL PATHOLOGY","0147-5185","45"
"A","559","AMERICAN JOURNAL OF THE MEDICAL SCIENCES","0002-9629","25"
"A","560","AMERICAN JOURNAL OF THERAPEUTICS","1075-2765","20"
"A","561","AMERICAN JOURNAL OF TRANSPLANTATION","1600-6135","50"
"A","562","AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE","0002-9637","40"
"A","563","AMERICAN JOURNAL OF VETERINARY RESEARCH","0002-9645","35"
"A","564","AMERICAN JOURNAL ON ADDICTIONS","1055-0496","25"
"A","565","AMERICAN LABORATORY","0044-7749","15"
"A","566","American Law and Economics Review","1465-7252","30"
"A","567","AMERICAN MALACOLOGICAL BULLETIN","0740-2783","20"
"A","568","AMERICAN MATHEMATICAL MONTHLY","0002-9890","15"
"A","569","AMERICAN MIDLAND NATURALIST","0003-0031","20"
"A","570","AMERICAN MINERALOGIST","0003-004X","35"
"A","571","AMERICAN MUSEUM NOVITATES","0003-0082","30"
"A","572","AMERICAN NATURALIST","0003-0147","40"
"A","573","AMERICAN POLITICAL SCIENCE REVIEW","0003-0554","50"
"A","574","AMERICAN POLITICS RESEARCH","1532-673X","25"
"A","575","AMERICAN REVIEW OF PUBLIC ADMINISTRATION","0275-0740","30"
"A","576","AMERICAN SCIENTIST","0003-0996","25"
"A","577","AMERICAN SOCIOLOGICAL REVIEW","0003-1224","50"
"A","578","AMERICAN STATISTICIAN","0003-1305","25"
"A","579","AMERICAN SURGEON","0003-1348","20"
"A","580","Amfiteatru Economic","1582-9146","25"
"A","581","AMINO ACIDS","0939-4451","30"
"A","582","Amme Idaresi Dergisi","1300-1795","15"
"A","583","AMPHIBIA-REPTILIA","0173-5373","25"
"A","584","AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS","1350-6129","30"
"A","585","Amyotrophic Lateral Sclerosis","1748-2968","30"
"A","586","AN PSICOL-SPAIN","0212-9728","20"
"A","587","Anadolu  Kardiyoloji  Dergisi","1302-8723","15"
"A","588","Anadolu Psikiyatri Dergisi-Anatolian Journal of Psychiatry","1302-6631","15"
"A","589","ANAEROBE","1075-9964","25"
"A","590","ANAESTHESIA","0003-2409","35"
"A","591","ANAESTHESIA AND INTENSIVE CARE","0310-057X","20"
"A","592","ANAESTHESIST","0003-2417","15"
"A","593","ANAIS BRASILEIROS DE DERMATOLOGIA","0365-0596","15"
"A","594","ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS","0001-3765","30"
"A","595","Analele Stiintifice ale Universitatii Al I Cuza din Iasi-Serie Noua-Matematica","1221-8421","15"
"A","596","Analele Stiintifice ale Universitatii Ovidius Constanta-Seria Matematica","1224-1784","15"
"A","597","ANALES DE PEDIATRIA","1695-4033","15"
"A","598","ANALES DEL JARDIN BOTANICO DE MADRID","0211-1322","15"
"A","599","Anales del Sistema Sanitario De Navarra","1137-6627","15"
"A","600","ANALOG INTEGRATED CIRCUITS AND SIGNAL PROCESSING","0925-1030","15"
"A","601","Analyses of Social Issues and Public Policy","1529-7489","30"
"A","602","Analysis & PDE","1948-206X","40"
"A","603","Analysis and Applications","0219-5305","40"
"A","604","Analysis Mathematica","0133-3852","15"
"A","605","ANALYST","0003-2654","40"
"A","606","ANALYTICA CHIMICA ACTA","0003-2670","40"
"A","607","ANALYTICAL AND BIOANALYTICAL CHEMISTRY","1618-2642","40"
"A","608","ANALYTICAL AND QUANTITATIVE CYTOLOGY AND HISTOLOGY","0884-6812","15"
"A","609","ANALYTICAL BIOCHEMISTRY","0003-2697","30"
"A","610","Analytical Cellular Pathology","2210-7177","20"
"A","611","ANALYTICAL CHEMISTRY","0003-2700","45"
"A","612","ANALYTICAL LETTERS","0003-2719","20"
"A","613","Analytical Methods","1759-9660","25"
"A","614","ANALYTICAL SCIENCES","0910-6340","20"
"A","615","ANASTHESIOLOGIE & INTENSIVMEDIZIN","0170-5334","15"
"A","616","ANASTHESIOLOGIE INTENSIVMEDIZIN NOTFALLMEDIZIN SCHMERZTHERAPIE","0939-2661","15"
"A","617","ANATOMIA HISTOLOGIA EMBRYOLOGIA","0340-2096","20"
"A","618","Anatomical Record-Advances in Integrative Anatomy and Evolutionary Biology","1932-8486","25"
"A","619","ANATOMICAL SCIENCE INTERNATIONAL","1447-6959","15"
"A","620","Andean Geology","0718-7106","30"
"A","621","ANDROLOGIA","0303-4569","20"
"A","622","ANESTHESIA AND ANALGESIA","0003-2999","40"
"A","623","ANESTHESIOLOGY","0003-3022","45"
"A","624","ANGEWANDTE CHEMIE-INTERNATIONAL EDITION","1433-7851","45"
"A","625","ANGIOGENESIS","0969-6970","40"
"A","626","ANGIOLOGY","0003-3197","15"
"A","627","ANGLE ORTHODONTIST","0003-3219","20"
"A","628","ANIM BEHAV","0003-3472","40"
"A","629","ANIM COGN","1435-9448","35"
"A","630","Animal","1751-7311","35"
"A","631","ANIMAL BIODIVERSITY AND CONSERVATION","1578-665X","15"
"A","632","ANIMAL BIOLOGY","1570-7555","20"
"A","633","ANIMAL BIOTECHNOLOGY","1049-5398","20"
"A","634","Animal Cells and Systems","1976-8354","15"
"A","635","ANIMAL CONSERVATION","1367-9430","35"
"A","636","ANIMAL FEED SCIENCE AND TECHNOLOGY","0377-8401","40"
"A","637","ANIMAL GENETICS","0268-9146","40"
"A","638","Animal Nutrition and Feed Technology","0972-2963","15"
"A","639","Animal Production Science","1836-0939","30"
"A","640","ANIMAL REPRODUCTION SCIENCE","0378-4320","30"
"A","641","ANIMAL SCIENCE JOURNAL","1344-3941","25"
"A","642","ANIMAL SCIENCE PAPERS AND REPORTS","0860-4037","25"
"A","643","ANIMAL WELFARE","0962-7286","35"
"A","644","Ankara Universitesi Veteriner Fakultesi Dergisi","1300-0861","15"
"A","645","ANN BEHAV MED","0883-6612","40"
"A","646","ANN DYSLEXIA","0736-9387","35"
"A","647","ANN HUM BIOL","0301-4460","30"
"A","648","ANN HUM GENET","0003-4800","20"
"A","649","ANN MED-PSYCHOL","0003-4487","15"
"A","650","ANN NY ACAD SCI","0077-8923","40"
"A","651","ANN PSYCHOL","0003-5033","15"
"A","652","ANN SCI","0003-3790","25"
"A","653","ANNALEN DER PHYSIK","0003-3804","30"
"A","654","ANNALES ACADEMIAE SCIENTIARUM FENNICAE-MATHEMATICA","1239-629X","30"
"A","655","ANNALES BOTANICI FENNICI","0003-3847","15"
"A","656","ANNALES D ENDOCRINOLOGIE","0003-4266","15"
"A","657","ANNALES DE BIOLOGIE CLINIQUE","0003-3898","15"
"A","658","ANNALES DE CARDIOLOGIE ET D ANGEIOLOGIE","0003-3928","15"
"A","659","ANNALES DE CHIMIE-SCIENCE DES MATERIAUX","0151-9107","15"
"A","660","Annales de Chirurgie Plastique Esthetique","0294-1260","15"
"A","661","ANNALES DE DERMATOLOGIE ET DE VENEREOLOGIE","0151-9638","15"
"A","662","ANNALES DE L INSTITUT FOURIER","0373-0956","30"
"A","663","ANNALES DE L INSTITUT HENRI POINCARE-ANALYSE NON LINEAIRE","0294-1449","35"
"A","664","ANNALES DE L INSTITUT HENRI POINCARE-PROBABILITES ET STATISTIQUES","0246-0203","25"
"A","665","ANNALES DE LA SOCIETE ENTOMOLOGIQUE DE FRANCE","0037-9271","20"
"A","666","ANNALES DE LIMNOLOGIE-INTERNATIONAL JOURNAL OF LIMNOLOGY","0003-4088","20"
"A","667","ANNALES DE PALEONTOLOGIE","0753-3969","20"
"A","668","ANNALES DE PATHOLOGIE","0242-6498","15"
"A","669","ANNALES FRANCAISES D ANESTHESIE ET DE REANIMATION","0750-7658","15"
"A","670","ANNALES GEOPHYSICAE","0992-7689","25"
"A","671","ANNALES HENRI POINCARE","1424-0637","25"
"A","672","Annales Polonici Mathematici","0066-2216","15"
"A","673","ANNALES SCIENTIFIQUES DE L ECOLE NORMALE SUPERIEURE","0012-9593","40"
"A","674","ANNALES SOCIETATIS GEOLOGORUM POLONIAE","0208-9068","20"
"A","675","ANNALES ZOOLOGICI","0003-4541","15"
"A","676","ANNALES ZOOLOGICI FENNICI","0003-455X","25"
"A","677","ANNALI DELL ISTITUTO SUPERIORE DI SANITA","0021-2571","15"
"A","678","ANNALI DELLA SCUOLA NORMALE SUPERIORE DI PISA-CLASSE DI SCIENZE","0391-173X","35"
"A","679","ANNALI DI MATEMATICA PURA ED APPLICATA","0373-3114","30"
"A","680","Annali Italiani di Chirurgia","0003-469X","15"
"A","681","Annals  of  Agricultural  and  Environmental  Medicine","1232-1966","30"
"A","682","Annals  of  Transplantation","1425-9524","20"
"A","683","ANNALS ACADEMY OF MEDICINE SINGAPORE","0304-4602","25"
"A","684","ANNALS OF ALLERGY ASTHMA & IMMUNOLOGY","1081-1206","25"
"A","685","ANNALS OF ANATOMY-ANATOMISCHER ANZEIGER","0940-9602","25"
"A","686","Annals of Animal Science","1642-3402","15"
"A","687","ANNALS OF APPLIED BIOLOGY","0003-4746","40"
"A","688","ANNALS OF APPLIED PROBABILITY","1050-5164","30"
"A","689","Annals of Applied Statistics","1932-6157","40"
"A","690","ANNALS OF BIOMEDICAL ENGINEERING","0090-6964","30"
"A","691","ANNALS OF BOTANY","0305-7364","40"
"A","692","ANNALS OF CARNEGIE MUSEUM","0097-4463","20"
"A","693","ANNALS OF CLINICAL AND LABORATORY SCIENCE","0091-7370","20"
"A","694","ANNALS OF CLINICAL BIOCHEMISTRY","0004-5632","30"
"A","695","Annals of Clinical Microbiology and Antimicrobials","1476-0711","20"
"A","696","Annals of Clinical Psychiatry","1040-1237","20"
"A","697","Annals of Combinatorics","0218-0006","15"
"A","698","Annals of Dermatology","1013-9087","15"
"A","699","Annals of Diagnostic Pathology","1092-9134","15"
"A","700","Annals of Economics and Finance","1529-7373","15"
"A","701","ANNALS OF EMERGENCY MEDICINE","0196-0644","50"
"A","702","ANNALS OF EPIDEMIOLOGY","1047-2797","40"
"A","703","ANNALS OF FAMILY MEDICINE","1544-1709","45"
"A","704","ANNALS OF FOREST SCIENCE","1286-4560","30"
"A","705","Annals of General Psychiatry","1744-859X","20"
"A","706","ANNALS OF GEOPHYSICS","1593-5213","20"
"A","707","ANNALS OF GLACIOLOGY","0260-3055","25"
"A","708","ANNALS OF GLOBAL ANALYSIS AND GEOMETRY","0232-704X","30"
"A","709","ANNALS OF HEMATOLOGY","0939-5555","25"
"A","710","Annals of Hepatology","1665-2681","20"
"A","711","ANNALS OF INTERNAL MEDICINE","0003-4819","45"
"A","712","ANNALS OF MATHEMATICS","0003-486X","50"
"A","713","ANNALS OF MATHEMATICS AND ARTIFICIAL INTELLIGENCE","1012-2443","15"
"A","714","ANNALS OF MEDICINE","0785-3890","40"
"A","715","ANNALS OF MICROBIOLOGY","1590-4261","15"
"A","716","ANNALS OF NEUROLOGY","0364-5134","50"
"A","717","ANNALS OF NONINVASIVE ELECTROCARDIOLOGY","1082-720X","15"
"A","718","ANNALS OF NUCLEAR ENERGY","0306-4549","25"
"A","719","ANNALS OF NUCLEAR MEDICINE","0914-7187","20"
"A","720","ANNALS OF NUTRITION AND METABOLISM","0250-6807","25"
"A","721","ANNALS OF OCCUPATIONAL HYGIENE","0003-4878","25"
"A","722","ANNALS OF ONCOLOGY","0923-7534","40"
"A","723","ANNALS OF OPERATIONS RESEARCH","0254-5330","25"
"A","724","ANNALS OF OTOLOGY RHINOLOGY AND LARYNGOLOGY","0003-4894","25"
"A","725","ANNALS OF PHARMACOTHERAPY","1060-0280","25"
"A","726","ANNALS OF PHYSICS","0003-4916","40"
"A","727","ANNALS OF PLASTIC SURGERY","0148-7043","25"
"A","728","ANNALS OF PROBABILITY","0091-1798","35"
"A","729","ANNALS OF PURE AND APPLIED LOGIC","0168-0072","25"
"A","730","ANNALS OF REGIONAL SCIENCE","0570-1864","25"
"A","731","ANNALS OF SAUDI MEDICINE","0256-4947","25"
"A","732","ANNALS OF STATISTICS","0090-5364","45"
"A","733","ANNALS OF SURGERY","0003-4932","50"
"A","734","ANNALS OF SURGICAL ONCOLOGY","1068-9265","40"
"A","735","Annals of Telecommunications-Annales des Telecommunications","0003-4347","20"
"A","736","ANNALS OF THE AMERICAN ACADEMY OF POLITICAL AND SOCIAL SCIENCE","0002-7162","35"
"A","737","ANNALS OF THE ASSOCIATION OF AMERICAN GEOGRAPHERS","0004-5608","40"
"A","738","ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA","0013-8746","25"
"A","739","ANNALS OF THE INSTITUTE OF STATISTICAL MATHEMATICS","0020-3157","20"
"A","740","ANNALS OF THE MISSOURI BOTANICAL GARDEN","0026-6493","30"
"A","741","ANNALS OF THE RHEUMATIC DISEASES","0003-4967","45"
"A","742","ANNALS OF THE ROYAL COLLEGE OF SURGEONS OF ENGLAND","0035-8843","25"
"A","743","Annals of Thoracic and Cardiovascular Surgery","1341-1098","15"
"A","744","Annals of Thoracic Medicine","1817-1737","20"
"A","745","ANNALS OF THORACIC SURGERY","0003-4975","40"
"A","746","ANNALS OF TOURISM RESEARCH","0160-7383","45"
"A","747","ANNALS OF TROPICAL MEDICINE AND PARASITOLOGY","0003-4983","25"
"A","748","ANNALS OF TROPICAL PAEDIATRICS","0272-4936","20"
"A","749","ANNALS OF VASCULAR SURGERY","0890-5096","20"
"A","750","ANNU REV ANTHROPOL","0084-6570","40"
"A","751","ANNU REV APPL LINGUI","0267-1905","30"
"A","752","ANNU REV NEUROSCI","0147-006X","50"
"A","753","ANNU REV PSYCHOL","0066-4308","50"
"A","754","ANNU REV PUBL HEALTH","0163-7525","50"
"A","755","Annual Reports in Medicinal Chemistry","0065-7743","20"
"A","756","Annual Reports on NMR Spectroscopy","0066-4103","25"
"A","757","Annual Review of Analytical Chemistry","1936-1327","50"
"A","758","Annual Review of Astronomy and Astrophysics","0066-4146","50"
"A","759","Annual Review of Biochemistry","0066-4154","50"
"A","760","Annual Review of Biomedical Engineering","1523-9829","50"
"A","761","Annual Review of Biophysics","1936-122X","50"
